Name Mass Radius Orbit Smass Distance Habitable Method Year
"MOA-2013-BLG-220L b" 60.02 6.68 0.7 0.05 2000 0 "microlensing" 2014
"MOA-2013-BLG-605L b" 20.98 4.73 4.2 0.19 3600 0 "microlensing" 2015
"MOA-2016-BLG-227L b" 731.26 11.39 1.64 0.24 6400 0 "microlensing" 2017
"MOA-bin-1 b" 1176.38 11.64 8.3 0.75 5100 0 "microlensing" 2012
"mu Ara b" 532.87 11.06 1.49 1.08 15.3 0 "radial velocity" 2000
"mu Ara c" 10.56 3.76 0.09 1.08 15.3 0 "radial velocity" 2004
"mu Ara d" 165.93 8.94 0.92 1.08 15.3 0 "radial velocity" 2004
"mu Ara e" 576.74 11.15 5.21 1.08 15.3 0 "radial velocity" 2006
"mu Leo b" 763.06 11.42 1.1 1.5 38.05 0 "radial velocity" 2014
"NGC 2423 3 b" 3370.16 11.54 2.05 2.4 766 0 "radial velocity" 2007
"NGC 4349 No 127 b" 6295.21 10.95 2.34 3.9 2176 0 "radial velocity" 2007
"NGTS-1 b" 258.17 14.9 0.03 0.62 224 0 "primary transit" 2017
"NGTS-2 b" 235.28 17.86 0.06 1.64 360.3 0 "primary transit" 2018
"NGTS-3A b" 756.7 16.58 0.02 1.02 1010 0 "primary transit" 2018
"NLTT 41135 b" 10714.58 12.66 0.02 0.19 22.7 0 "primary transit" 2010
"NN Ser(AB) c" 2196.97 11.67 5.38 0.65 500 0 "pulsar" 2010
"NN Ser(AB) d" 724.9 11.38 3.32 0.65 500 0 "pulsar" 2009
"nu Oph b" 7630.56 10.68 1.88 3.04 46.8 0 "radial velocity" 2004
"nu Oph c" 8584.38 10.48 6 3.04 46.8 0 "radial velocity" 2010
"OGLE-2003-BLG-235L b" 826.64 11.48 5.1 0.63 5200 0 "microlensing" 2004
"OGLE-2005-071L b" 1112.79 11.62 3.6 0.46 3300 0 "microlensing" 2005
"OGLE-2005-169L b" 14.12 4.14 4 0.69 4100 0 "microlensing" 2005
"OGLE-2005-390L b" 5.4 1.69 2.1 0.22 6500 0 "microlensing" 2005
"OGLE-2006-109L b" 231.14 9.65 2.3 0.51 1510 0 "microlensing" 2008
"OGLE-2006-109L c" 86.16 7.46 4.45 0.51 1510 0 "microlensing" 2008
"OGLE-2007-BLG-349(AB) b" 79.49 7.28 2.59 0.71 2760 0 "microlensing" 2016
"OGLE-2007-BLG-368L b" 22.07 4.81 3.3 0.64 5900 0 "microlensing" 2008
"OGLE-2008-BLG-092L b" 57.23 6.58 15 0.71 7000 0 "microlensing" 2014
"OGLE-2009-BLG-151L b" 2384.55 11.66 0.31 0.02 390 0 "microlensing" 2013
"OGLE-2011-BLG-0251L b" 305.22 10.19 3.86 0.47 4090 0 "microlensing" 2012
"OGLE-2011-BLG-0265L b" 279.79 10.03 1.89 0.21 4380 0 "microlensing" 2015
"OGLE-2011-BLG-0420L b" 2988.64 11.6 0.19 0.03 1990 0 "microlensing" 2013
"OGLE-2012-BLG-0026L b" 34.97 5.6 3.82 0.82 4080 0 "microlensing" 2012
"OGLE-2012-BLG-0026L c" 216.2 9.51 4.63 0.82 4080 0 "microlensing" 2012
"OGLE-2012-BLG-0358L b" 588.19 11.18 0.87 0.02 1760 0 "microlensing" 2013
"OGLE-2012-BLG-0406L b" 867.98 11.51 3.45 0.44 4970 0 "microlensing" 2013
"OGLE-2012-BLG-0563L b" 124 8.28 0.74 0.34 1300 0 "microlensing" 2015
"OGLE-2012-BLG-0724L b" 149.43 8.7 1.6 0.29 6700 0 "microlensing" 2016
"OGLE-2012-BLG-0950L b" 34.97 5.6 2.7 0.56 3000 0 "microlensing" 2016
"OGLE-2013-BLG-0102L b" 4323.98 11.37 0.8 0.1 3020 0 "microlensing" 2014
"OGLE-2013-BLG-0132L b" 92.2 7.61 3.6 0.54 3900 0 "microlensing" 2017
"OGLE-2013-BLG-0341L b" 1.66 1.21 0.7 0.11 911 0 "microlensing" 2014
"OGLE-2013-BLG-1721 b" 203.48 9.38 2.6 0.46 6300 0 "microlensing" 2017
"OGLE-2013-BLG-1761L b" 890.23 11.52 1.8 0.33 6900 0 "microlensing" 2017
"OGLE-2014-BLG-0124L b" 203.48 9.38 3.48 0.89 3600 0 "microlensing" 2014
"OGLE-2014-BLG-0257L b" 11445.84 9.96 0.61 0.19 1250 0 "microlensing" 2016
"OGLE-2014-BLG-0676L b" 982.43 11.58 4.4 0.62 2220 0 "microlensing" 2016
"OGLE-2014-BLG-1722 b" 55.32 6.51 1.9 0.4 6400 0 "microlensing" 2018
"OGLE-2014-BLG-1722 c" 83.71 7.4 2.5 0.4 6400 0 "microlensing" 2018
"OGLE-2014:BLG-1760L b" 182.18 9.14 1.75 0.51 6060 0 "microlensing" 2016
"OGLE-2015-BLG-0051L b" 228.92 9.63 0.73 0.1 8200 0 "microlensing" 2016
"OGLE-2015-BLG-0954L b" 1398.94 11.67 1.2 0.37 600 0 "microlensing" 2016
"OGLE-2015-BLG-0966L b" 20.98 4.73 2.4 0.38 2900 0 "microlensing" 2015
"OGLE-2015-BLG-1319L b" 14307.3 9.5 0.24 0.58 5000 0 "microlensing" 2016
"OGLE-2016-BLG-0613LAB b" 1328.99 11.67 6.4 1 3410 0 "microlensing" 2017
"OGLE-2016-BLG-1067L b" 136.71 8.5 1.7 0.3 3730 0 "microlensing" 2018
"OGLE-2016-BLG-1112L b" 10078.7 10.2 9.63 1.07 4840 0 "microlensing" 2017
"OGLE-2016-BLG-1190L b" 4254.04 11.38 1.97 0.88 6770 0 "microlensing" 2017
"OGLE-2016-BLG-1195L b" 1.43 1.16 1.16 0.08 3910 0 "microlensing" 2017
"OGLE-2016-BLG-1266 b" 3783.49 11.47 0.42 0.02 3050 0 "microlensing" 2018
"OGLE-2016-BLG-1469L b" 4323.98 11.37 0.33 0.05 4500 0 "microlensing" 2017
"OGLE-2017-BLG-0173 b" 2886.9 11.61 3.75 0.42 4700 0 "microlensing" 2017
"OGLE-2017-BLG-1140L b" 518.24 11.03 1.02 0.21 7350 0 "microlensing" 2018
"OGLE-2017-BLG-1522 b" 238.46 9.71 0.59 0.05 990 0 "microlensing" 2018
"OGLE-TR-10 b" 216.2 19.26 0.04 1.18 1500 0 "primary transit" 2004
"OGLE-TR-56 b" 413.32 13.44 0.02 1.17 1500 0 "primary transit" 2002
"OGLE-TR-111 b" 171.69 12.06 0.05 0.82 1500 0 "primary transit" 2004
"OGLE-TR-113 b" 394.25 12.43 0.02 0.78 1500 0 "primary transit" 2004
"OGLE-TR-132 b" 371.99 13.78 0.03 1.26 1500 0 "primary transit" 2004
"OGLE2-TR-L9 b" 1379.86 18.08 0.03 1.52 900 0 "primary transit" 2007
"ome Ser b" 540.5 11.08 1.09 2.17 80.6 0 "radial velocity" 2013
"omi CrB b" 476.91 10.92 0.81 2.13 84 0 "radial velocity" 2012
"omi UMa b" 1303.55 11.66 3.9 3.09 56.3 0 "radial velocity" 2012
"Pr 0201 b" 171.69 9.01 0.06 1.23 170 0 "radial velocity" 2012
"Pr 0211 b" 597.73 11.19 0.03 0.94 170 0 "radial velocity" 2012
"Pr 0211 c" 2527.62 11.65 4.14 0.94 170 0 "radial velocity" 2016
"Proxima Cen b" 1.27 1.12 0.05 0.12 1.29 1 "radial velocity" 2016
"PSR 1257 12 b" 0.02 0.31 0.19 1.43 710 0 "pulsar" 1992
"PSR 1257 12 c" 4.13 1.57 0.36 1.41 710 0 "pulsar" 1992
"PSR 1257 12 d" 3.82 1.54 0.46 1.35 710 0 "pulsar" 1992
"PSR 1719-14 b" 317.94 4.48 0 1.4 1200 0 "pulsar" 2011
"PSR B1620-26 b" 794.85 11.45 23 1.35 3800 0 "pulsar" 2003
"PSR B1957+20 b" 6994.68 10.81 0.01 1.4 1530 0 "pulsar" 1988
"PSR J1807-2459 A b" 2988.64 11.6 0 1.4 2790 0 "pulsar" 2000
"PSR J2051-0827 b" 8997.7 10.4 0 1.4 1280 0 "pulsar" 1996
"PSR J2241-5236 b" 3815.28 11.46 0.01 1.35 500 0 "pulsar" 2011
"PZ Tel b" 19712.28 8.81 15.69 1.13 51.49 0 "imaging" 2010
"Qatar-6 b" 212.38 11.89 0.04 0.82 101 0 "primary transit" 2017
"Ross 128 b" 1.4 1.15 0.05 0.17 3.38 1 "radial velocity" 2017
"Ross 458(AB) c" 3592.72 11.98 1168 0.6 11.7 0 "imaging" 2010
"ROXs 12 b" 5087.04 11.21 210 0.87 120 0 "imaging" 2013
"ROXs 42B b" 2861.46 28 140 0.6 135 0 "imaging" 2013
"sig Per b" 2066.61 11.68 1.72 2.25 108.3 0 "radial velocity" 2014
"SWEEPS-04b" 1208.17 9.07 0.06 1.24 8500 0 "primary transit" 2006
"SWEEPS-11b" 3084.02 12.66 0.03 1.1 8500 0 "primary transit" 2006
"tau Boo b" 1856.77 11.87 0.05 1.3 15.6 0 "radial velocity" 1996
"tau Cet b" 2 1.28 0.1 0.78 3.65 0 "radial velocity" 2012
"tau Cet c" 3.12 1.45 0.19 0.78 3.65 0 "radial velocity" 2012
"tau Cet d" 3.5 1.5 0.37 0.78 3.65 0 "radial velocity" 2012
"tau Cet e" 4.29 1.59 0.55 0.78 3.65 1 "radial velocity" 2012
"tau Cet f" 6.67 1.79 1.35 0.78 3.65 0 "radial velocity" 2012
"tau Cet g" 1.75 1.23 0.13 0.78 3.65 0 "radial velocity" 2017
"tau Cet h" 1.83 1.25 0.24 0.78 3.65 0 "radial velocity" 2017
"tau Gem b" 6549.56 10.9 1.17 2.3 98.4 0 "radial velocity" 2004
"TCP J050742+244755 b" 9.22 1.94 0.5 0.25 380 0 "microlensing" 2018
"TRAPPIST-1 b" 0.86 1.09 0.01 0.08 12.1 0 "primary transit" 2016
"TRAPPIST-1 c" 1.38 1.06 0.02 0.08 12.1 0 "primary transit" 2016
"TRAPPIST-1 d" 0.41 0.77 0.02 0.08 12.1 1 "primary transit" 2016
"TRAPPIST-1 e" 0.64 0.92 0.03 0.08 12.1 1 "primary transit" 2017
"TRAPPIST-1 f" 0.67 1.04 0.04 0.08 12.1 1 "primary transit" 2017
"TRAPPIST-1 g" 1.34 1.13 0.05 0.08 12.1 1 "primary transit" 2017
"TRAPPIST-1 h" 0.35 0.75 0.06 0.08 12.1 0 "primary transit" 2017
"TrES-1b" 241.95 12.31 0.04 0.88 157 0 "primary transit" 2004
"TrES-2b" 398.38 13.32 0.04 0.98 220 0 "primary transit" 2006
"TrES-4b" 291.55 19.11 0.05 1.39 479 0 "primary transit" 2007
"TrES-5b" 565.3 13.54 0.02 0.89 360 0 "primary transit" 2011
"TWA 5 A(AB) b" 7948.5 10.61 76.8 0.4 25 0 "imaging" 2009
"TYC+1422-614-1 b" 798.03 11.45 0.69 1.15 759 0 "radial velocity" 2014
"TYC+1422-614-1 c" 3211.19 11.56 1.39 1.15 759 0 "radial velocity" 2014
"TYC-3667-1280-1 b" 1716.88 11.68 0.21 1.87 431 0 "radial velocity" 2016
"TYC 3318-01333-1 b" 1087.35 11.62 1.41 1.19 556 0 "radial velocity" 2018
"TYC 4282-605-1 b" 3427.39 11.53 0.41 0.97 700 0 "radial velocity" 2017
"UKIRT-2017-BLG-001 b" 406.96 10.69 4.18 0.81 6300 0 "microlensing" 2018
"ups And b" 197.12 9.31 0.06 1.27 13.47 0 "radial velocity" 1996
"ups And c" 2893.25 11.61 0.83 1.27 13.47 0 "radial velocity" 1999
"ups And d" 7497.03 10.7 2.42 1.27 13.47 0 "radial velocity" 1999
"ups And e" 336.7 10.37 5.25 1.27 13.47 0 "radial velocity" 2010
"UScoCTIO 108 b" 4451.16 11.34 670 0.06 145 0 "imaging" 2007
"V391 Peg b" 1017.41 11.59 1.7 0.5 1400 0 "pulsar" 2007
"V830 Tau b" 244.81 9.77 0.06 1 131 0 "radial velocity" 2016
"VHS 1256-1257 b" 3560.93 11.51 102 0.07 12.7 0 "imaging" 2015
"WASP-2 b" 269.3 12.08 0.03 0.84 144 0 "primary transit" 2006
"WASP-3 b" 654.96 16.28 0.03 1.24 223 0 "primary transit" 2007
"WASP-4 b" 393.29 15.62 0.02 0.93 300 0 "primary transit" 2007
"WASP-5 b" 520.47 13.12 0.03 1 297 0 "primary transit" 2007
"WASP-6 b" 159.92 13.71 0.04 0.89 307 0 "primary transit" 2008
"WASP-7 b" 305.22 14.9 0.06 1.28 140 0 "primary transit" 2008
"WASP-8 b" 713.46 11.63 0.08 1.03 87 0 "primary transit" 2008
"WASP-10 b" 1004.69 12.1 0.04 0.71 90 0 "primary transit" 2008
"WASP-11-HAT-P-10 b" 146.25 11.7 0.04 0.82 125 0 "primary transit" 2008
"WASP-12 b" 446.39 19.44 0.02 1.35 427 0 "primary transit" 2008
"WASP-13 b" 154.2 15.29 0.05 1.1 156 0 "primary transit" 2008
"WASP-14 b" 2334 14.35 0.04 1.21 160 0 "primary transit" 2008
"WASP-15 b" 172.32 15.99 0.05 1.18 308 0 "primary transit" 2008
"WASP-18 b" 3316.11 13.05 0.02 1.24 100 0 "primary transit" 2009
"WASP-20 b" 99.52 16.34 0.06 1.2 210 0 "primary transit" 2011
"WASP-21 b" 95.38 13.55 0.05 1.01 230 0 "primary transit" 2010
"WASP-22 b" 196.17 13.43 0.05 1.1 300 0 "primary transit" 2010
"WASP-24 b" 340.51 14.56 0.04 1.13 332.5 0 "primary transit" 2010
"WASP-25 b" 184.41 14.11 0.05 1 169 0 "primary transit" 2010
"WASP-26 b" 326.84 14.35 0.04 1.12 250 0 "primary transit" 2010
"WASP-28 b" 288.37 13.59 0.04 1.02 410 0 "primary transit" 2010
"WASP-29 b" 77.23 9.42 0.05 0.82 80 0 "primary transit" 2010
"WASP-31 b" 151.98 17.21 0.05 1.16 400 0 "primary transit" 2010
"WASP-33 b" 667.67 17.95 0.03 1.5 116 0 "primary transit" 2010
"WASP-34 b" 187.58 13.66 0.05 1.01 120 0 "primary transit" 2010
"WASP-36 b" 724.59 14.21 0.03 1.02 450 0 "primary transit" 2010
"WASP-37 b" 572.29 12.99 0.04 0.85 338 0 "primary transit" 2010
"WASP-38 b" 862.25 12.08 0.08 1.22 110 0 "primary transit" 2010
"WASP-39 b" 89.02 14.22 0.05 0.93 230 0 "primary transit" 2011
"WASP-41 b" 298.86 13.22 0.04 0.95 180 0 "primary transit" 2010
"WASP-41 c" 1011.05 11.59 1.02 0.95 180 0 "radial velocity" 2015
"WASP-47 b" 359.27 13.1 0.05 1.11 200 0 "primary transit" 2011
"WASP-47 c" 416.5 10.72 1.35 1.11 200 0 "radial velocity" 2015
"WASP-50 b" 456.88 12.75 0.03 0.86 230 0 "primary transit" 2011
"WASP-52 b" 146.25 14.22 0.03 0.87 140 0 "primary transit" 2011
"WASP-53 b" 677.85 12.03 0.04 0.84 235 0 "radial velocity" 2011
"WASP-53 c" 5198.32 11.19 2.04 0.84 235 0 "radial velocity" 2016
"WASP-55 b" 181.23 14.56 0.05 1.01 330 0 "primary transit" 2011
"WASP-58 b" 282.97 15.34 0.06 0.94 300 0 "primary transit" 2011
"WASP-59 b" 222.56 10.08 0.07 0.72 125 0 "primary transit" 2011
"WASP-60 b" 158.97 10.08 0.05 1.08 400 0 "primary transit" 2011
"WASP-61 b" 654.96 13.89 0.05 1.22 480 0 "primary transit" 2011
"WASP-62 b" 181.23 15.57 0.06 1.25 160 0 "primary transit" 2011
"WASP-63 b" 120.82 16.02 0.06 1.32 330 0 "primary transit" 2011
"WASP-65 b" 492.81 12.45 0.03 0.93 310 0 "primary transit" 2011
"WASP-66 b" 737.62 15.57 0.05 1.3 380 0 "primary transit" 2011
"WASP-67 b" 133.53 15.68 0.05 0.87 225 0 "primary transit" 2011
"WASP-69 b" 82.66 11.84 0.05 0.83 50 0 "primary transit" 2011
"WASP-70 A b" 187.58 13.04 0.05 1.11 245 0 "primary transit" 2011
"WASP-71 b" 717.91 16.8 0.05 1.57 200 0 "primary transit" 2012
"WASP-74 b" 308.4 17.47 0.04 1.48 120 0 "primary transit" 2014
"WASP-75 b" 340.2 14.22 0.04 1.14 260 0 "primary transit" 2013
"WASP-76 b" 292.5 20.5 0.03 1.46 120 0 "primary transit" 2013
"WASP-78 b" 368.81 19.6 0.04 2.02 550 0 "primary transit" 2012
"WASP-79 b" 286.15 19.04 0.05 1.56 240 0 "primary transit" 2012
"WASP-80 b" 176.14 10.66 0.03 0.58 60 0 "primary transit" 2013
"WASP-81 b" 231.78 16 0.04 1.08 410 0 "radial velocity" 2016
"WASP-81 c" 17995.4 9.01 2.01 1.08 410 0 "primary transit" 2016
"WASP-82 b" 394.25 18.7 0.04 1.63 200 0 "primary transit" 2013
"WASP-83 b" 95.38 11.65 0.06 1.11 300 0 "primary transit" 2014
"WASP-84 b" 220.65 10.55 0.08 0.84 120 0 "primary transit" 2013
"WASP-86 b" 261.03 7.08 0.06 1.24 360 0 "primary transit" 2016
"WASP-87 A b" 702.65 15.51 0.03 1.2 240 0 "primary transit" 2014
"WASP-90 b" 200.3 18.26 0.06 1.55 340 0 "primary transit" 2013
"WASP-92 b" 255.94 16.36 0.03 1.19 530 0 "primary transit" 2016
"WASP-93 b" 467.37 17.89 0.04 1.3 250 0 "primary transit" 2016
"WASP-103 b" 473.73 17.11 0.02 1.22 470 0 "primary transit" 2014
"WASP-104 b" 404.42 12.73 0.03 1.02 143 0 "primary transit" 2014
"WASP-106 b" 612.03 12.15 0.09 1.27 283 0 "primary transit" 2014
"WASP-108 b" 371.04 13.61 0.04 1.17 220 0 "primary transit" 2014
"WASP-109 b" 289.33 16.16 0.05 1.2 330 0 "primary transit" 2014
"WASP-110 b" 163.74 13.87 0.05 0.89 320 0 "primary transit" 2014
"WASP-111 b" 588.19 16.15 0.04 1.5 210 0 "primary transit" 2014
"WASP-112 b" 279.79 13.34 0.04 0.81 450 0 "primary transit" 2014
"WASP-113 b" 151.02 15.78 0.06 1.32 360 0 "primary transit" 2016
"WASP-114 b" 562.44 15 0.03 1.29 460 0 "primary transit" 2016
"WASP-118 b" 163.42 16.13 0.05 1.32 250 0 "primary transit" 2016
"WASP-119 b" 391.07 15.68 0.04 1.02 333 0 "primary transit" 2016
"WASP-121 b" 376.44 20.89 0.03 1.35 270 0 "primary transit" 2015
"WASP-124 b" 190.76 13.89 0.05 1.07 433 0 "primary transit" 2016
"WASP-126 b" 89.02 10.75 0.04 1.12 234 0 "primary transit" 2016
"WASP-129 b" 317.94 10.42 0.06 1 246 0 "primary transit" 2016
"WASP-130 b" 391.07 9.97 0.1 1.04 180 0 "primary transit" 2016
"WASP-131 b" 85.84 13.66 0.06 1.06 250 0 "primary transit" 2016
"WASP-132 b" 130.36 9.74 0.07 0.8 120 0 "primary transit" 2016
"WASP-133 b" 368.81 13.55 0.03 1.16 457 0 "primary transit" 2016
"WASP-135 b" 604.09 14.56 0.02 0.98 300 0 "primary transit" 2015
"WASP-136 b" 480.09 15.46 0.07 1.51 164 0 "primary transit" 2016
"WASP-138 b" 387.89 10.61 0.05 1.22 308 0 "primary transit" 2016
"WASP-139 b" 37.2 8.96 0.06 0.91 230 0 "primary transit" 2016
"WASP-140 b" 775.77 16.13 0.03 0.9 180 0 "primary transit" 2016
"WASP-141 b" 855.26 13.55 0.05 1.25 570 0 "primary transit" 2016
"WASP-142 b" 267.07 17.14 0.03 1.33 840 0 "primary transit" 2016
"WASP-151 b" 98.56 12.66 0.06 1.08 480 0 "primary transit" 2017
"WASP-153 b" 124 17.36 0.05 1.34 430 0 "primary transit" 2017
"WASP-156 b" 40.7 5.71 0.05 0.84 140 0 "primary transit" 2017
"WASP-167 b" 2543.52 16.91 0.04 1.52 381 0 "primary transit" 2017
"WD 0806-661 B b" 2543.52 11.65 2500 0.62 19.2 0 "imaging" 2011
"WISE 0458+6434 b" 4133.22 11.3 5 0.02 10.5 0 "imaging" 2011
"WISE 1217+16 A b" 6994.68 10.75 7.6 0.03 10 0 "imaging" 2012
"WISE 1711+3500 b" 5722.92 11.08 15 0.03 19 0 "imaging" 2012
"WISE J0720-0846 b" 19712.28 8.81 0.78 0.08 6.8 0 "imaging" 2014
"Wolf 503 b" 10.9 2.03 0.06 0.69 44.58 0 "primary transit" 2018
"Wolf 1061 b" 1.91 1.26 0.04 0.25 4.29 0 "radial velocity" 2015
"Wolf 1061 c" 3.4 1.49 0.09 0.25 4.29 1 "radial velocity" 2015
"Wolf 1061 d" 7.69 1.86 0.39 0.25 4.29 0 "radial velocity" 2015
"WTS-1 b" 1274.94 16.69 0.05 1.2 3200 0 "primary transit" 2012
"WTS-2 b" 356.09 14.56 0.02 0.82 1000 0 "primary transit" 2013
"XO-1 b" 286.15 13.26 0.05 1 200 0 "primary transit" 2006
"XO-2N b" 197.12 10.9 0.04 0.98 149 0 "primary transit" 2007
"XO-2S b" 82.35 7.36 0.13 0.98 149 0 "radial velocity" 2014
"XO-2S c" 435.58 10.79 0.47 0.98 149 0 "radial velocity" 2014
"XO-3 b" 3748.51 13.63 0.04 1.41 260 0 "primary transit" 2007
"XO-4 b" 513.79 14.75 0.05 1.32 293 0 "primary transit" 2008
"XO-5 b" 342.42 11.54 0.05 0.88 255 0 "primary transit" 2008
"XO-6 b" 604.09 23.18 0.08 1.47 86 0 "primary transit" 2016
"YBP401 b" 146.25 8.65 0.05 1.14 843 0 "radial velocity" 2016
"YZ Cet b" 0.76 0.96 0.02 0.13 3.6 0 "radial velocity" 2017
"YZ Cet c" 0.99 1.04 0.02 0.13 3.6 0 "radial velocity" 2017
"YZ Cet d" 1.14 1.09 0.03 0.13 3.6 0 "radial velocity" 2017
